talkid,speaker,title,GENDER (M/F/X)
32dape5tzxA,Aymeric GUILLOT,L'imagerie mentale pour (re)muscler le cerveau et le corps | Aymeric GUILLOT | TEDxClermont,M
389Yu1zaKRM,Dany Lévêque,L'art d'écrire la danse | Dany Lévêque | TEDxUniversitedeTours,M
3C5wZJ8AdE8,Simon Bernard,L'humain : la meilleure des technologies face à la pollution plastique | Simon Bernard | TEDxRennes,M
3DBG9aU_7Ws,Nicolas BRAS,"Batteries, Harpes & Guitares de cuisine | Nicolas BRAS | TEDxClermont",M
3FpwDddA9HE,Antoine de Maximy,"Liberté, chemins de traverse et combativité | Antoine de Maximy | TEDxMarseille",M
3GTponnXZ2g,René Rezsohazy,"À la science, à l’aventure ! | René Rezsohazy | TEDxUCLouvain",M
3i9G3l54_RY,Andrei KLOCHKO,"100 % d'énergies renouvelables, est-ce possible ? | Andrei KLOCHKO | TEDxSaclay",M
3kf9Fu3N-eQ,Claude Marodon,Les plantes des îles enfin reconnues officiellement | Claude Marodon | TEDxRéunion,M
3LCIQj5Bf7E,Pascal Haumont,Devenez un meilleur orateur : imitez les autres ! | Pascal Haumont | TEDxInstitutMinesTélécom,M
3qkjEeV3Sno,Alain Bensoussan,De l'urgence d'un droit des robots ? | Alain Bensoussan | TEDxParis,M
3qqMNgfaNao,Fabrice de Boni & Axel Lattuada,Le paradoxe de Robin des Bois | Fabrice de Boni & Axel Lattuada | TEDxLaRochelle,M
3rVfx3ZXLAo,Rémi Larrousse,Quand un mentaliste fausse nos prises de décision | Rémi Larrousse | TEDxVaugirardRoad,M
3sbXnP-589Q,Gilles Parzy,"Tourisme Bio, une nouvelle dynamique pour le Pacifique | Gilles Parzy | TEDxPapeeteSalon",M
42fJ4l-8S-E,Valentin Richard,Pourquoi entreprendre est si compliqué ? | Valentin Richard | TEDxUniversitéLyon3,M
49Zef_DB1mo,Ladislas de Toldi,Leka | Ladislas de Toldi | TEDxParis,M
4aChB0O6AkY,Bernard Lavallée,Pourquoi ce nutritionniste déteste parler des nutriments  | Bernard Lavallée | TEDxUmontreal,M
4GZJT27Zx0k,Sébastien CAMUS,Sport et mental... Où sont nos réelles limites ? | Sébastien CAMUS | TEDxAnnecy,M
4Pl1E-IVF-E,Yehezkel Ben Ari,Théorie du développement du cerveau pour traiter l’autisme | Yehezkel Ben Ari | TEDxCanebière,M
4QgZ75pJ8fA,Quentin JOSSERON,Des solutions concrètes pour la transition écologique | Quentin JOSSERON | TEDxRéunion,M
4UAxEKimO6A,Matthieu Jourdain,La vie humaine: une pression  quotidienne | Matthieu Jourdain | TEDxCentraleLille,M
4ut-TCCA8aU,Pierre Blanc,Les machines vont rendre les banquiers plus humains | Pierre Blanc | TEDxIssylesMoulineaux,M
4zDoe9Ant24,Nacer ZORGANI,Doit-on forcément progresser ? | Nacer ZORGANI | TEDxArtsEtMétiersAngers,M
58H0GaHoZwg,Arnaud Zufferey,Booster la transition énergétique | Arnaud Zufferey | TEDxMartigny,M
5a4joSCQTE0,Séan GARNIER,Le besoin de reconnaissance | Séan GARNIER | TEDxRoanne,M
5ABRoSj1tXk,Antoine Auger,Comment ces rencontres ont changé ma vie | Antoine Auger | TEDxUSMBAnnecy,M
5KPDZaGrLqI,Jacques Arnould,"Du trottoir à l'agence spatiale, un même chemin d'éthique ? | Jacques Arnould | TEDxVaugirardRoad",M
5MaCw1LR0x8,Louis ICKX,N'ayez pas peur d'entreprendre | Louis ICKX | TEDxArtsEtMétiersAngers,M
5nP3ZUrrsj0,Francis Rocard,"Le voyage de la sonde Rosetta, à la rencontre de nos origines | Francis Rocard | TEDxParis",M
5QOBzSez8JU,Xavier Bailly,Les leçons de vivre ensemble d'un animal plante | Xavier Bailly | TEDxRennes,M
5r6t4TndJqA,Jean-Francois MANGIN,L'intelligence Artificielle nous aidera à soigner nos cerveaux | Jean-Francois MANGIN | TEDxSaclay,M
5tcrwLqEHko,Jeremy Maxwell Wintrebert,La passion du geste | Jeremy Maxwell Wintrebert | TEDxMinesNancy,M
5TtwG_LR0iY,Nathan Uyttendaele,La vérité des jeux de hasard expliquée par les maths. | Nathan Uyttendaele | TEDxUCLouvain,M
5VexLuYzn6w,Yves Deville,Quelle (future) université numérique ? | Yves Deville | TEDxUCLouvain,M
5YO7Vg1ByA8,Arnaud Hoedt Jérôme Piron,La faute de l'orthographe | Arnaud Hoedt Jérôme Piron | TEDxRennes,M
64UG8fKymNQ,Samuel Salama,L'orgasme féminin : le mystère s'éclaircit | Samuel Salama | TEDxNouméa,M
69UqUM_8A3Y,Julien Vion,Petite histoire de motivation cérébrale | Julien Vion | TEDxESSCA,M
6aksyG60ODM,Nicolas Huchet,Bionico Hand | Nicolas Huchet | TEDxRennes,M
6fVBhfEPwrU,Lucas Beaufort,Vivre de sa Passion | Lucas Beaufort | TEDxGrasse,M
6n0xRDCAZGA,Dominique Legros,"Le choléra, est-ce une maladie politique ? | Dominique Legros | TEDxGeneva",M
6ONRs8gr7RE,Christian Junod,Mettre notre argent au service de l’amour  | Christian Junod | TEDxLaRochelle,M
6rZD8XKD1rY,Yann Brys,"Goût, savoir-faire, transmission: 3 multiples résonances de la pâtisserie | Yann Brys | TEDxSaclay",M
6UvQCeJ6xA0,"Lionel ""Ploum"" Dricot","Changer le monde sans travailler | Lionel ""Ploum"" Dricot | TEDxLiège",M
6yRsdTOexVw,Ugo Bibron,New City Games | Ugo Bibron | TEDxISTEC,M
706tS6pW0BA,Erwan Kezzar,"SIMPLON, le code informatique pour révéler les talents | Erwan Kezzar | TEDxParis",M
76DnYNHf8bo,Romain Gadais,Ce qu'un pêcheur fait pour protéger les poissons | Romain Gadais | TEDxUniversitedeTours,M
77OLw8vOFGg,Romain Badouard,#FakeNews : Internet est-il devenu l'ennemi de la démocratie ? | Romain Badouard | TEDxCannes,M
797ISrjatnQ,Yves Mathieu,Le plaisir du débat citoyen sur le climat | Yves Mathieu | TEDxLaRochelle,M
7aUJHiioqTU,FREDERIC GAULT,"La chimie de la nature, thérapie contre le cancer | FREDERIC GAULT | TEDxCanebière",M
7nDV_fgzKS4,Gilles LABORDE,"Improviser, c'est très professionnel | Gilles LABORDE | TEDxLIleSaintDenis",M
7olhR79wWWw,Thibault Ruaro,La révolution aux deux visages | Thibault Ruaro | TEDxUSMBAnnecy,M
7PmmhzljJdw,Sylvain Pierre,Pourquoi je ne crois pas à l'entreprise libérée | Sylvain Pierre | TEDxVaugirardRoad,M
7QSpqEXkRQQ,Philippe Ribière,"La vie est ce qu'on en fait, avec ou sans handicap | Philippe Ribière | TEDxVaugirardRoad",M
7YjV9R1Y3-U,Frantz EBADERE,Empowering people | Frantz EBADERE | TEDxPointeaPitre,M
84mHoLjBpvA,Hippolyte Labourdette,Et si on revoyait les valeurs de l'école ? | Hippolyte Labourdette | TEDxChampsElyseesED,M
8aM0mWvEdvo,Antonin Le Mée,"La binarité, c'est pas mon genre | Antonin Le Mée | TEDxRennes",M
8Icb2uYG5BA,Jean-Michel Gilot,"Tous acteurs de la mémoire, tous acteurs de l'Histoire | Jean-Michel Gilot | TEDxRennesSalon",M
8J9VrnMsdaY,Marco Beacco,Que raconte notre voix ? | Marco Beacco | TEDxVaugirardRoad,M
8N-K6qs3VMI,François Maréchal,Comment rendre une ville autonome en énergie | François Maréchal | TEDxGeneva,M
8pxR_NkNeRE,Robin Sappe,Bâtir la mixité aujourd'hui. | Robin Sappe | TEDxChampsElyseesWomen,M
8QXQWt6yX6g,Jean-Jacques Juillet,Bienvenue sur Mars ! | Jean-Jacques Juillet | TEDxCannes,M
8svuw5F0s5k,Yann GUEGAN,On a les médias qu'on mérite | Yann GUEGAN | TEDxClermont,M
8tm7bG1AogE,Adrien Dupont,Nous ne pouvons pas ne pas communiquer | Adrien Dupont | TEDxUNamur,M
8u04RWMQmMo,Yves Roffi,L’improvisation : la science du hasard | Yves Roffi | TEDxLyon,M
8WUEqGvTk2M,Joshua HENRY,Arrêtons de laisser faire le harcèlement | Joshua HENRY | TEDxClermont,M
8xt_EjRQvAg,Edouard SIMONEAU,Écologie : comment commencer ? | Edouard SIMONEAU | TEDxVincennes,M
9ALPPJvyst4,Abraham 'Tismé' DIALLO,Petit Guide des Choses Simples | Abraham 'Tismé' DIALLO | TEDxClermont,M
9XKqlIjZ690,Chris Esquerre,Clôture de TEDxParis 2015 | Chris Esquerre | TEDxParis,M
9xP4c_M6IAg,Emmanuel DELESSERT,Faire confiance est une force | Emmanuel DELESSERT | TEDxAnnecy,M
a_FSMV3zwI0,Thierry Perceval,La magie de la lumière éphémère | Thierry Perceval | TEDxUniversitéDeBordeaux,M
A34E95NT374,Yves-Marie Le Bourdonnec,À la découverte du steak idéal. | Yves-Marie Le Bourdonnec | TEDxParis,M
A5Q9QK-B_sU,Jean-Marc Coulon,Votre sève créative | Jean-Marc Coulon | TEDxAndorraLaVella,M
a9SzZpofXmw,Claude De Loupy,"Fake news, infobésité... l'urgence d'une écologie de l'information | Claude De Loupy | TEDxSaclay",M
AAmabkG7i_I,Adrien CHALMIN,Sortir de sa zone de confort pour aller plus loin | Adrien CHALMIN | TEDxClermont,M
aBd-0Q05nGo,Blaise Benghiat,"Mon corps, les autres et moi | Blaise Benghiat | TEDxCannes",M
aBPZXwD08Ik,Benoît Schumann,"Secouriste de la planète, c’est à portée de main ! | Benoît Schumann | TEDxNarbonne",M
agh1sUdo_po,Yvan SAINT-JOURS,"Tiny House, une maison alternative connectée au monde | Yvan SAINT-JOURS | TEDxClermont",M
AM1dRg8xAl4,Mustapha Cherif,L'évolution du savoir | Mustapha Cherif | TEDxENP,M
aomUzqLIB5o,Daniel Alfaro,Transformer l’apprentissage pour changer le monde | Daniel Alfaro | TEDxÉcoleCentraleLyon,M
apDinzDN068,Karl Brozek,La philosophie : quête de sens ou panne des sens ? | Karl Brozek | TEDxRennes,M
ATl8l9CQWfc,Thierry COURTADON,Né dans la lave d’un volcan | Thierry COURTADON | TEDxClermont,M
AY33qhK8ccw,Ilyess Zemmoura & Eric Fournier,La neurochirurgie sous hypnose | Ilyess Zemmoura & Eric Fournier | TEDxTours,M
AYCZu8AR7IU,Charles-Etienne DUPONT,"Mon horizon, c'est le siècle | Charles-Etienne DUPONT | TEDxClermont",M
aZ1LCTB8P1s,Olivier Cueille,Des incivilités quotidiennes aux civilités du quotidien | Olivier Cueille | TEDxChampsElyseesSalon,M
B11ylToRq5Y,Hugo Schmitt,Continuer à marcher | Hugo Schmitt | TEDxIESEGLille,M
B5dfX6hVCwA,Junior Natabou,L’âge n’est pas un obstacle à la concrétisation de ses rêves ! | Junior Natabou | TEDxAkpakpa,M
b6CNKEFNbgE,Eric Bellion,La diversité humaine dans l'innovation | Eric Bellion | TEDxPanthéonSorbonne,M
b7aDsB777ls,Malick DIOUF,Le rôle de la diaspora dans le développement de l'Afrique !? | Malick DIOUF | TEDxÉcoleCentraleLyon,M
bAamspmyXcw,Blaise Amir-Tahmasseb,"Les petites cuillères, les lutins et Aristarque de Samos | Blaise Amir-Tahmasseb | TEDxOrléans",M
bArBPvnZ8A8,Jean-Pierre Raskin,Du désenchantement au réenchantement technologique | Jean-Pierre Raskin | TEDxUCLouvain,M
bb6V6ztxK4s,André Stern,"L'enthousiasme, cet engrais qui fait fleurir l'enfance | André Stern | TEDxDijon",M
bDJPg9BwV2A,Jérôme BOUDOT,Vegan utopia against carnist myth | Jérôme BOUDOT | TEDxLimoges,M
BkPHLCNZLzw,François Audrain,"Musique, poésie et pédagogie | François Audrain | TEDxRennesSalon",M
BL9vLp0o6I8,LARBI LIFERKI,Reprendre le contrôle de nos corps et de nos villes | LARBI LIFERKI | TEDxLille,M
BoC9a5zNNHo,Gregory Cuilleron,La sérendipité ou le voyage d’une tomate | Gregory Cuilleron | TEDxLyon,M
Boe8F09OvWI,Jean-Pierre Goux,Experiencing the Whole Earth / Admirer la Terre en entier | Jean-Pierre Goux | TEDxVaugirardRoad,M
BoXAiVidrJo,Régis DEFURNAUX,"Photographe documentaire, un mode de vie  | Régis DEFURNAUX | TEDxUNamur",M
BS_9XIh0Jqc,Mathieu Nebra,Comment la technologie reconnecte les individus | Mathieu Nebra | TEDxPanthéonSorbonne,M
bSOXpAyVuUY,Fabien Persico,"L'agriculture urbaine en intérieur, un pari 100% naturel | Fabien Persico | TEDxRennes",M
Bx15ePCbA_U,Fabian Fischer,Comment produire de l'électricité à partir des microbes ? | Fabian Fischer | TEDxGeneva,M
BYUsrvMOCJQ,Vincent Moschetti,S'imposer des Limites pour Libérer sa Créativité  | Vincent Moschetti | TEDxGrasse,M
c3DnnouYNCs,Vincent Cespedes,Playing is not playing | Vincent Cespedes | TEDxISTEC,M
c3nkZdgNWqY,Johan Yans,Mine de rien... | Johan Yans | TEDxUNamur,M
Ca1aqSEXbwc,Jean-Luc RIVIERE,Connectons nous ! | Jean-Luc RIVIERE | TEDxLaBaule,M
cFDqG7xkGhA,Ugo Cavenaghi,"La créativité, ça s’enseigne ! / Creativity can be learned! | Ugo Cavenaghi | TEDxUmontreal",M
cgAeN--dhZE,Claude Weill,"Vieillir, ce n'est pas si grave | Claude Weill | TEDxLaRochelle",M
CJfY3idP4YM,Jérôme CAZES,"Une transition financière pour la planète, vite | Jérôme CAZES | TEDxClermont",M
CJqcVvxpPac,Patrick Baud,Comment votre idée folle peut changer le monde | Patrick Baud | TEDxINSA,M
cJvnKOsutPA,Daniel Lacour,Les messages du passé... | Daniel Lacour | TEDxBelfort,M
CK30dlXlNTM,Pierre-Yves CHICOT,Comptons d'abord sur nos propres forces | Pierre-Yves CHICOT | TEDxPointeaPitre,M
ckSF36UetO4,José Rodrigues dos Santos,Science et métaphysique | José Rodrigues dos Santos | TEDxValenciennes,M
cKVJWiR13do,Eddy Lesage,Nous sommes tous des diamants | Eddy Lesage | TEDxDunkerque,M
cnJANkJSxlg,Jean-Marc DEDEYNE,Que faire de votre petite voix | Jean-Marc DEDEYNE | TEDxFortdeFrance,M
cNJTnx7WnU0,Jean-Marie FLOWER,Riches... ou parasites (des machines) ? | Jean-Marie FLOWER | TEDxPointeaPitre,M
CpA_0se4_10,Raphael HAUMONT,Concevoir des encapsulations végétales biodégradables et comestibles | Raphael HAUMONT | TEDxSaclay,M
CQ0sYhbCLVU,Iannis Roder,Nous | Iannis Roder | TEDxChampsElyseesSalon,M
cQZxPe8-Ql8,Stéphane André,Public speaking & leadership | Stéphane André | TEDxIESEGParis,M
cR0T5-a6YTc,Alain Damasio,Très humain plutôt que transhumain | Alain Damasio | TEDxParis,M
CrIe_KxS-9Q,Boris Walbaum & Benjamin Blavier,"Internet, piège pour l’égalité des chances ? | Boris Walbaum & Benjamin Blavier | TEDxMontrouge",M
croROCLnBYI,Jérôme de Labriffe,Identité numérique et souveraineté numérique | Jérôme de Labriffe | TEDxPanthéonAssas,M
cSRXw8scDnY,Idriss Aberkane,Love Can Do Pourquoi certaines entreprises sont au dessus de la mêlée | Idriss Aberkane | TEDxRennes,M
CTMpkq-224A,Alexandre Karaziwan,Des énergies renouvelables pour l’émergence rurale | Alexandre Karaziwan | TEDxAbidjan,M
cx_FRHFsogI,Hugo DUVILLARD,Comment monter une équipe de super-héros | Hugo DUVILLARD | TEDxAnnecy,M
cXdb4l9bAqI,Samuel SEVI,Savoir se réinventer | Samuel SEVI | TEDxGrandBassam,M
CZAziEJZpXA,Daoud Tatou,Relais Île-de-France Accueil hors-normes pour personnes avec autisme | Daoud Tatou | TEDxRennesSalon,M
D0Nd-d3Fb6A,Christian DE PERTHUIS,Climat : pourquoi on est toujours en retard ? | Christian DE PERTHUIS | TEDxBelfort,M
d3LBCGf7rNI,Romarick Atoke,Quel cadre de vie pour les Africains du XXIe siècle? | Romarick Atoke | TEDxAkpakpa,M
d4_AgnpM_Gc,Alexandre Leroy,L'échec comme moteur | Alexandre Leroy | TEDxIESEGLille,M
Da6Do80bO8Y,Olivier Vermeulen,Au-delà de quelle richesse votre bonheur s'effrite-t-il? | Olivier Vermeulen | TEDxUCLouvain,M
Db_S3pOTHrk,Philippe Hui,Partager plus que la musique  | Philippe Hui | TEDxLaBaule,M
Dbqs2BZoOPE,Jérémie Lenoir,Transfigurer le paysage | Jérémie Lenoir | TEDxLille,M
dJ3-_mboZJQ,Antonio MEZA,Le Miroir | Antonio MEZA | TEDxClermont,M
dkO0_3QFxmU,Laurent Ballesta,Secrets d'océans | Laurent Ballesta | TEDxMontpellier,M
dLZFcJbxkoo,Benjamin SARFATI,"La chirurgie robotique, une chirurgie plus humaine ? | Benjamin SARFATI | TEDxAnnecy",M
dnm8zVjH6b8,Henry JOSEPH,Soyons tous locavores! | Henry JOSEPH | TEDxPointeaPitre,M
DpVfPRuPVxI,Pascal Brice,Des visages et des histoires | Pascal Brice | TEDxChampsElyseesSalon,M
dTTb-f6qn8g,Alexandre Cornillon,L'argent rend-il heureux ? | Alexandre Cornillon | TEDxUSMBAnnecy,M
dU2FfOVjG14,Jean-Luc Martin,Les vieilles charrues: un défi breton | Jean-Luc Martin | TEDxRennes,M
dYSW9aIpQaE,Jérôme Monceaux,Il est temps de passer des logiciels aux émotiels | Jérôme Monceaux | TEDxParisSalon,M
dZc8ZW9dJpk,Nicolas Sekkaki,De l'intelligence artificielle à une intelligence augmentée | Nicolas Sekkaki | TEDxPanthéonSorbonne,M
E04AaJ_nA-Y,Marc-André Henin,Etre agriculteur : un métier multi-tâches aux impacts multi-échelles | Marc-André Henin | TEDxLiège,M
e3koryHdtd4,Guillaume Benech,"Qu'importe l'âge, il faut écrire sa propre histoire | Guillaume Benech | TEDxParis",M
e5qmIfJGAzA,Franck Maistre,L'intelligence Humaine se Rêvolte | Franck Maistre | TEDxAgroParisTech,M
e71iLmJB1Z4,Philippe Echaroux,De l'étincelle au brasier | Philippe Echaroux | TEDxMarseille,M
e7MdGcetv6A,Christophe Clivaz,Comment passer à un monde post-croissance? | Christophe Clivaz | TEDxMartigny,M
EaaXptKfIf0,Simon ALEXANDRE,"From history to startup acceleration, a common thread: curiosity | Simon ALEXANDRE | TEDxUNamur",M
EaDovzbJQzg,Jean-Philippe Ruette,Pourquoi faire l’amour ? | Jean-Philippe Ruette | TEDxNarbonne,M
ecK44-Xo-MM,Jean MASSIET,Nos émotions comme moteur de l’action | Jean MASSIET | TEDxParisSalon,M
edJEbeZaAOY,Éric Montpetit,La politique justifie-t-elle cynisme et désillusion? | Éric Montpetit | TEDxMontreal,M
eEQsR23fUuU,Louis Barbier,"Être amputé, ça me fait une belle jambe | Louis Barbier | TEDxUniversitedeTours",M
EFRyiUZNW_0,Nicolas Beretti,L'illusion de la passion | Nicolas Beretti | TEDxCelsa,M
EGFmEjLu34I,Christophe HERMANNS,Reveillez le multipotenitaliste qui est en vous ! | Christophe HERMANNS | TEDxUNamur,M
egPhIdaVuCY,Gérard D'Aboville,"Chef d’entreprise, navigateur | Gérard D'Aboville | TEDxLaBaule",M
EixwWKzqLH4,Alexis Brunet,Des textiles synthétiques dans nos assiettes ? | Alexis Brunet | TEDxUSMBAnnecy,M
ek_M-jT6J9Y,Samuel GOETA,Pour une culture critique des données | Samuel GOETA | TEDxUTCompiègne,M
Ek4V62VJU7c,Panayotis Pascot,"Rêver, oser, travailler, ne pas abandonner | Panayotis Pascot | TEDxMcGill",M
ekITgSMsDMM,Armel Le Coz,Transition démocratique | Armel Le Coz | TEDxReims,M
elMo6n2w_5w,Raphaël Smia,Changer la production alimentaire à pas de mouches | Raphaël Smia | TEDxParis,M
EO717tfvVFU,Thomas Wiesel,"La compta c’était marrant, l’humour c’est sérieux | Thomas Wiesel | TEDxFribourg",M
et_cS0TiYzQ,Pierre DUPASQUIER,"La compétition automobile, une école pour la vie | Pierre DUPASQUIER | TEDxClermont",M
eY9HkpMs0V4,Gaspard Koenig,"La propriété de soi, le combat de la nouvelle génération ? | Gaspard Koenig | TEDxParis",M
F_0WIl6GVfQ,Abdallah Semiai,There is no age to act for a better world | Abdallah Semiai | TEDxYouth@CoursMirabeau,M
f0gCUZTOdlY,Paris Mollo,"Take a risk, be passionate | Paris Mollo | TEDxYouth@CoursMirabeau",M
f0TXIh8WNdQ,Romain Lacombe,Mieux connaître la pollution de l’air pour mieux s’en protéger. | Romain Lacombe | TEDxParisSalon,M
F2L7eZs7T2s,Ramesh CAUSSY,"Robots éthiques, la robotique au service des gens et de la planète | Ramesh CAUSSY | TEDxRéunion",M
F2Qy3hl7O5k,Christophe Stevens,Comment diviser par dix le coût du stockage d’énergie ? | Christophe Stevens | TEDxAgroParisTech,M
F3uUCXDwxtw,Julien Moreau,Tout est possible ! | Julien Moreau | TEDxLaRochelle,M
f7KLeG1_84Q,Franky Zapata,What Will the Sky Look Like in the Future? | Franky Zapata | TEDxIVC,M
F8LgNKjJHCY,Scott Taylor,Beyond the propaganda | Scott Taylor | TEDxHECMontreal,M
F8o9181giuw,François Cartault,"Chercheur, Généticien, Humaniste | François Cartault | TEDxRéunion",M
FbaNjlQtNr8,Duc Ha Duong,Décryptez la nouvelle économie à l'aide des 3 flux non-marchands ! | Duc Ha Duong | TEDxCannes,M
fbGfe78_2jc,David LAROCHE,Et si votre rêve devenait possible... | David LAROCHE | TEDxRoanne,M
feml2hGh2nA,Florian Vallet,"J'ai un problème, j'ai entrepris dans le handicap | Florian Vallet | TEDxUSMBAnnecy",M
feVAXzKFSek,Xavier Gorce,Le dessin humoristique peut-il parfois être méchant ? | Xavier Gorce | TEDxUniversitéParisDauphine,M
fJtTMcaiZw4,Robert Branche,Et si chacun faisait sa part ? | Robert Branche | TEDxLille,M
FmTKv331R1M,Rudy Aernoudt,Le (non) sens de l’économie | Rudy Aernoudt | TEDxLaBaule,M
FNlASyOKORM,Yaron Herman,De l'idée à la composition | Yaron Herman | TEDxParis,M
FqTvRj65Zl8,Anthony BLETON-MARTIN,Une idée follement ambitieuse pour fédérer l’Europe | Anthony BLETON-MARTIN | TEDxLimoges,M
FTaeWQ2MxHQ,Xemartin Laborde,La carte comme récit de frontières | Xemartine Laborde | TEDxVarese,M
ftkpz4_NRiI,Julio AIRES,Y a t-il un pilote dans le microbiote ? | Julio AIRES | TEDxAnnecy,M
FwTqRMDyb7s,François REGINA,Transcendance ma frontière mentale | François REGINA | TEDxFortdeFrance,M
fXnFnjh1SVA,Gérard Ayache,L'information c'est la vie. Jusqu'où ? | Gérard Ayache | TEDxPanthéonSorbonne,M
G_LsluS2pIw,Gregory Renard,"Intelligence artificielle, liberté et continuité de l'homme | Gregory Renard | TEDxLille",M
G0tef1gVh6I,Julien Vidal,Changer le monde ? Et si ça commençait par moi ? | Julien Vidal | TEDxIESEGLille,M
G2cNOzoYcjY,Michel RAWICKI,Quand la Nature chuchote à l’intime | Michel RAWICKI | TEDxNarbonne,M
G4g9yRDbdq0,Jamy Gourmaud,Le passeur de savoir | Jamy Gourmaud | TEDxUTTroyes,M
g5qSb6Z7860,Roland Jourdain,Chercher au delà de la ligne d'horizon | Roland Jourdain | TEDxRennes,M
g7a8j7p07NQ,Vincent Melilli,L'ombre et la lumiere | Vincent Melilli | TEDxMarrakesh,M
G8eLwf9DNQ4,SADYA,Ôdes à la métamorphose | SADYA | TEDxOrléans,M
GCHKy9YM5hU,François Branciard,Blockchain : un nouveau terrain de jeu pour les oeuvres | François Branciard | TEDxUSMBAnnecy,M
gdCJakiJAkE,Haroun .,La SLOW conclusion de TEDxParis 2017 | Haroun . | TEDxParis,M
GfEO7xcTBz8,Dominique Oudin,Des consomm'acteurs pour se sentir mieux | Dominique Oudin | TEDxRéunion,M
gFksCldhSGw,Louis Mayaud,Soigner le cerveau sans médicament grâce aux neurosciences | Louis Mayaud | TEDxRennes,M
GHMbWdWr50U,Nilda Fernandez,toujours une valise à la main ! | Nilda Fernandez | TEDxLorient,M
GJ12mYGdTR8,Louis GELI,Le scientifique et la complexité de la Nature | Louis GELI | TEDxNarbonne,M
GJg-8Sh1esU,Hazem Yabroudi,De la dictature à la post-intégration | Hazem Yabroudi | TEDxUCLouvain,M
GKEZGaRZG-k,Clément Neyrial,Miser sur la confiance et le plaisir en entreprise | Clément Neyrial | TEDxClermont,M
gqiXn4Jn1sk,Corto Fajal,Sociétés traditionnelles : une inspiration pour les sociétés modernes | Corto Fajal | TEDxRennes,M
GQjBDVJbiIs,Eric BARTHE,"Être patron, ou l’art d’infuser le thé à l’occidentale ! | Eric BARTHE | TEDxNarbonne",M
gQLitHPA9Zg,Bruno HOURST,Les intelligences multiples: tous intelligents ! | Bruno HOURST | TEDxLIleSaintDenis,M
grZkrM1WpNU,Thomas Durand,L'acrasie aura-t-elle votre peau ? | Thomas Durand | TEDxArtsetMétiersBordeaux,M
gSV_vBpqhTQ,Farid AUBRAS,L'enjeu énergétique nous concerne tous | Farid AUBRAS | TEDxRéunion,M
gU4Q0LpZ2g4,Michel Gautier,La puissance cachée de la musique et ses pouvoirs | Michel Gautier | TEDxAlsace,M
GW9G-LpI-Pg,Ghislain Lauverjat,C'est le regardeur qui fait l'œuvre | Ghislain Lauverjat | TEDxTours,M
gwnReGPuS5c,Romain Fessard,"Les insectes, alimentation de demain ? | Romain Fessard | TEDxUTCompiègne",M
gyPvAvh2lII,Clément LAKHAL,Les insectes dans votre assiette | Clément LAKHAL | TEDxAnnecy,M
h-HdGmkhGFs,Samer KOUJUK,Networking intelligent : L'art de nouer des relations | Samer KOUJUK | TEDxSaclay,M
H0PgukvrmSQ,Pierre Ammeloot,Apprendre au sein de son école à entreprendre sa vie | Pierre Ammeloot | TEDxUSMBAnnecy,M
H3i2ZIyMqzs,Jean-Luc GACH,A la recherche de nouveaux mondes | Jean-Luc GACH | TEDxCanebière,M
h8vh8fGG_QM,Marc Subilia,"Offrir des calories aussi, c'est sauver des vies  | Marc Subilia | TEDxGeneva",M
Ha_No3-TWno,Guillaume Rolland,From a garage project to the GooglePlex at just 18 years old. | Guillaume Rolland | TEDxMinesNancy,M
haEkCmhTP1U,Demain C'est nous,"Le changement climatique, demain, c'est nous ! | Demain C'est nous | TEDxLaRochelle",M
HaGL91YhPsc,Rémi Anselme,Grandir et s'enrichir à l'étranger | Rémi Anselme | TEDxUSMBAnnecy,M
HemvHwXadRg,Joan Roch,Sortez de l’ordinaire… au pas de course! | Joan Roch | TEDxQuébec,M
hhXtbgI36xQ,Steve Shehan,We learn through others | Steve Shehan | TEDxCannes,M
Hi2u3IyXEqQ,Augustin Trapenard,Eloge de mon Troll | Augustin Trapenard | TEDxChampsElyseesWomen,M
hjnF9s61y_o,Frédéric Pignon,Quand le cheval nous apprend à savoir-être | Frédéric Pignon | TEDxRennes,M
HnWNty_5WSw,Gerald Garutti,Êtes-vous un héros ? | Gerald Garutti | TEDxCannes,M
hohsP0eoG50,ANTOINE REPESSÉ,Un nouveau regard sur notre consommation | ANTOINE REPESSÉ | TEDxLille,M
HqpNVVF9zJU,Olivier Meril,Savoir tendre la main | Olivier Meril | TEDxRennes,M
hU_pxZDYj1g,Zacharie Miri,La magie de l’émerveillement | Zacharie Miri | TEDxMontrouge,M
HvTZx2ZYnLo,Bernard Werber,L'écritothérapie | Bernard Werber | TEDxMarseille,M
Hx8xit20swA,Antoine Le Bos,"Monde à plat, monde en relief | Antoine Le Bos | TEDxRennes",M
Hxetm_vtN1w,Kariappa BHEEMAIAH,La monnaie sous toutes ses formes | Kariappa BHEEMAIAH | TEDxClermont,M
Hy_O6ix0rJQ,Fabrice HEGRON,PRODUCTION LAITIÈRE : PASSION ET MUTATION | Fabrice HEGRON | TEDxIleDeNantes,M
hYMUUCrzkN8,Stéphane Knecht,L'émotion du partage - Est-ce la limite? | Stéphane Knecht | TEDxAlsace,M
hzN9kbXUZ68,Laurent Rochette,Un autre cinéma est possible | Laurent Rochette | TEDxUniversitéParisDauphine,M
i050sg8PrgA,Steek,Oser devenir | Steek  | TEDxPointeaPitre,M
